Comment,Sentiment,clean_text,Predicted_Sentiment,Predicted_Category,Confidence_Score
my teacher could not explain what a literature review was clearly no matter how many times i asked him thank you david,positive,my teacher could not explain what a literature review was clearly no matter how many times i asked him thank you david,negative,Other Negative,0.3945583701133728
bruh this shit still hit ,negative,bruh this shit still hit,negative,Other Negative,0.3594565689563751
let’s be honest nun of us had any business listening to this song at a young age ,neutral,let s be honest nun of us had any business listening to this song at a young age,negative,Inappropriate Content,0.7516369223594666
this actually came out 14 years ago damn time flies i must admit i had no business listening to music like this at such a young age but this is a classic who’s still here in 2022,negative,this actually came out 14 years ago damn time flies i must admit i had no business listening to music like this at such a young age but this is a classic who s still here in 2022,negative,Inappropriate Content,0.825725257396698
i dont understand how this song is so overly underrated,negative,i dont understand how this song is so overly underrated,negative,Other Negative,0.34005823731422424
rollie wrist im the shit 21 w no kids bouta rain on a bitch ima rain on a bitch my favorite part 108,negative,rollie wrist im the shit 21 w no kids bouta rain on a bitch ima rain on a bitch my favorite part 108,negative,Aggressive Behavior,0.6387415528297424
this song makes me feel like i lost someone i never had,negative,this song makes me feel like i lost someone i never had,negative,Other Negative,0.5783629417419434
the hardest part in your life is when a person who gaves you the best memories becomes a memory,negative,the hardest part in your life is when a person who gaves you the best memories becomes a memory,negative,Other Negative,0.6218120455741882
your skin i not paper so dont cut it your neck is not a coat so dont hang it your height is not a bookso dont judge it your life is not a movie so dont end it,neutral,your skin i not paper so dont cut it your neck is not a coat so dont hang it your height is not a bookso dont judge it your life is not a movie so dont end it,negative,Other Negative,0.40439245104789734
im like going through all these old songs i used to love when i was a kid and now im like why the hell was my mom sitting there letting me sing every word of these dirty ass songs ,negative,im like going through all these old songs i used to love when i was a kid and now im like why the hell was my mom sitting there letting me sing every word of these dirty ass songs,negative,Inappropriate Content,0.43776339292526245
this song is sooo underrated it was slept on no pun intended,negative,this song is sooo underrated it was slept on no pun intended,negative,Misinformation,0.43706411123275757
it’s gets no better rotimi is definitely slept on,neutral,it s gets no better rotimi is definitely slept on,negative,Other Negative,0.44889265298843384
chris brown was actually insane for having wet the bed no bs and beg for it all in the same album i swear i use to listen to that shit 20 times in a roll with no problem ,positive,chris brown was actually insane for having wet the bed no bs and beg for it all in the same album i swear i use to listen to that shit 20 times in a roll with no problem,negative,Misinformation,0.5342216491699219
imagine climbing all the way up here and trying to sleep only to see “you cannot sleep now there are monsters nearby” ,negative,imagine climbing all the way up here and trying to sleep only to see you cannot sleep now there are monsters nearby,negative,Other Negative,0.5250659584999084
i used to sing this song with my bestfriend in the school library she passed away because of anorexie and now i sing it alone it hurts when you cant do the little things you loved to do with a person anymore right,negative,i used to sing this song with my bestfriend in the school library she passed away because of anorexie and now i sing it alone it hurts when you cant do the little things you loved to do with a person anymore right,negative,Other Negative,0.5234123468399048
lost my sister to cancerthis was playing on the radio in the hospital and i cant listen to it without crying,negative,lost my sister to cancerthis was playing on the radio in the hospital and i cant listen to it without crying,negative,Other Negative,0.5121464133262634
mom wake your ass up for classes me oh nah nah nah nah nah na theres a meeting in my bed,negative,mom wake your ass up for classes me oh nah nah nah nah nah na theres a meeting in my bed,negative,Aggressive Behavior,0.31167522072792053
this remix is sick go quavo n ty dolla sign ,positive,this remix is sick go quavo n ty dolla sign,negative,Inappropriate Content,0.3644828796386719
tf is this cover they did quavo dirty,negative,tf is this cover they did quavo dirty,negative,Other Negative,0.5803008675575256
i really don’t know if their house value could go up or down up with the amount of stuff they’ve installed or down because they’ve took about 25 of the walls out ,negative,i really don t know if their house value could go up or down up with the amount of stuff they ve installed or down because they ve took about 25 of the walls out,negative,Other Negative,0.46348634362220764
little does he know the ape will not going to let this happen,negative,little does he know the ape will not going to let this happen,negative,Misinformation,0.6085218191146851
if people want to worship one mans words and previous actions to the point where they buy a stock on command at an elevated price then its their own damn fault,negative,if people want to worship one mans words and previous actions to the point where they buy a stock on command at an elevated price then its their own damn fault,negative,Inappropriate Content,0.3178319036960602
if you don’t do something about your financial situation your income remains unchanged while expenditures keep rising these got me seeking the best answers to invest my 50k any ideas here,negative,if you don t do something about your financial situation your income remains unchanged while expenditures keep rising these got me seeking the best answers to invest my 50k any ideas here,negative,Other Negative,0.7703956365585327
tomorrow is about to be crazy im going to fucking do some crazy shit like i might even go to the grocery store tomorrow lmao me too emma,negative,tomorrow is about to be crazy im going to fucking do some crazy shit like i might even go to the grocery store tomorrow lmao me too emma,negative,Aggressive Behavior,0.6853522658348083
people coming here from streams just shows how much promotion the streamers can give a song sucks they can barely play any music without getting striked,negative,people coming here from streams just shows how much promotion the streamers can give a song sucks they can barely play any music without getting striked,negative,Toxicity,0.2968827486038208
the people that disliked must have made it to the bed and dont know how it feels to not make it,negative,the people that disliked must have made it to the bed and dont know how it feels to not make it,negative,Misinformation,0.42700713872909546
this is why i need a boyfriend ,positive,this is why i need a boyfriend,negative,Other Negative,0.4540404975414276
ant i am litterally unkillable also ant dies minutes later,negative,ant i am litterally unkillable also ant dies minutes later,negative,Other Negative,0.850175678730011
has anyone ever gotten banned for a few hours or days from using gm 1 in custom bedwars,negative,has anyone ever gotten banned for a few hours or days from using gm 1 in custom bedwars,negative,Other Negative,0.5383353233337402
legend says these bait scammers are still out there baiting innocent helpless noobs,negative,legend says these bait scammers are still out there baiting innocent helpless noobs,negative,Aggressive Behavior,0.27544844150543213
its a shame they dont make music like this no more,negative,its a shame they dont make music like this no more,negative,Other Negative,0.37875834107398987
i had no business singing this at the top of my lungs at 14 years oldmemories i figured it had something to do with goldilocks and the 3 bears lol ,neutral,i had no business singing this at the top of my lungs at 14 years oldmemories i figured it had something to do with goldilocks and the 3 bears lol,negative,Inappropriate Content,0.9412262439727783
music doesn’t give me this feeling anymore omg,negative,music doesn t give me this feeling anymore omg,negative,Other Negative,0.597283661365509
sisqo ran back in like “shitimma join in”,neutral,sisqo ran back in like shitimma join in,negative,Aggressive Behavior,0.46836861968040466
kinda sucks how people mostly talk about how they wish she was healthy and how unhealthy she was just listen to her voice and seal your lips her voice will speak to you and the composition will answer your questions just let go of wishing something better,negative,kinda sucks how people mostly talk about how they wish she was healthy and how unhealthy she was just listen to her voice and seal your lips her voice will speak to you and the composition will answer your questions just let go of wishing something better,negative,Other Negative,0.6571177840232849
such a tragic loss this poor baby never had a chance will all the vultures surrounding her thanks for gems like these,negative,such a tragic loss this poor baby never had a chance will all the vultures surrounding her thanks for gems like these,negative,Toxicity,0.23818200826644897
ooh damn damni just realized chris is 30 years nowthat means we probably got like 10 years more to see his ass in this industrymahn this guy aint gon fade anytime soon,negative,ooh damn damni just realized chris is 30 years nowthat means we probably got like 10 years more to see his ass in this industrymahn this guy aint gon fade anytime soon,negative,Inappropriate Content,0.24873743951320648
she was so distraught when subtrist retuned ,negative,she was so distraught when subtrist retuned,negative,Other Negative,0.5323492884635925
the random canadian accent out of nowhere gets me every time ,negative,the random canadian accent out of nowhere gets me every time,negative,Other Negative,0.23039139807224274
i’m scared that bubs is gonna get too popular and that he won’t be able to make these videos without getting recognized lmao,negative,i m scared that bubs is gonna get too popular and that he won t be able to make these videos without getting recognized lmao,negative,Other Negative,0.5549921989440918
it blows my mind that people are on the internet simulating police traffic stops,negative,it blows my mind that people are on the internet simulating police traffic stops,negative,Inappropriate Content,0.5859002470970154
i love how they say nitrp but when you commit crimes a flying police men flies out of nowhere and freezes you in air,negative,i love how they say nitrp but when you commit crimes a flying police men flies out of nowhere and freezes you in air,negative,Aggressive Behavior,0.42713361978530884
as soon as this kid started talking you could tell he was gonna be toxic but you shoulda reported this kid after the first match,negative,as soon as this kid started talking you could tell he was gonna be toxic but you shoulda reported this kid after the first match,negative,Toxicity,0.5565179586410522
homosexuals are gay i mean hes not wrong,negative,homosexuals are gay i mean hes not wrong,negative,Harassment/Hate Speech,0.31186020374298096
stop premature christmas decorating every single filipino well shit,negative,stop premature christmas decorating every single filipino well shit,negative,Inappropriate Content,0.32700788974761963
imagine a whole protest of absurd signs like this i would join,negative,imagine a whole protest of absurd signs like this i would join,negative,Inappropriate Content,0.7359200716018677
that “atheists for jesus” got me wheezing real bad lmao,negative,that atheists for jesus got me wheezing real bad lmao,negative,Harassment/Hate Speech,0.22192330658435822
i love how at first people started laughing but then they started getting annoyed yelling into a mic for the 12th in a row or swearing isn’t funny unless you are like 10 like most of our audience here,neutral,i love how at first people started laughing but then they started getting annoyed yelling into a mic for the 12th in a row or swearing isn t funny unless you are like 10 like most of our audience here,negative,Inappropriate Content,0.5253269076347351
ellen still has no clue why she was kicked to this day,negative,ellen still has no clue why she was kicked to this day,negative,Other Negative,0.3566482365131378
this is so rude but funny i feel guilty lol,negative,this is so rude but funny i feel guilty lol,negative,Inappropriate Content,0.545191764831543
“i just tested positive for hepatitis c” “oh no” “anyway can i show you guys a magic trick”,negative,i just tested positive for hepatitis c oh no anyway can i show you guys a magic trick,negative,Misinformation,0.5046259760856628
218 this guy went through so much in so little time i feel bad ,negative,218 this guy went through so much in so little time i feel bad,negative,Other Negative,0.4219353497028351
you gotta get the soundboard that sounds like a npc getting run over,negative,you gotta get the soundboard that sounds like a npc getting run over,negative,Other Negative,0.48890119791030884
nothing gets more npc than the i want to apologise guy you should troll with that npc,negative,nothing gets more npc than the i want to apologise guy you should troll with that npc,negative,Harassment/Hate Speech,0.2566898763179779
if you don’t break character you can actually make players think that the npcs are starting to do really weird shit,negative,if you don t break character you can actually make players think that the npcs are starting to do really weird shit,negative,Other Negative,0.3175670802593231
its bizarre how these people were so extremely judgmental they dont look at themselves in the mirror i guess,negative,its bizarre how these people were so extremely judgmental they dont look at themselves in the mirror i guess,negative,Other Negative,0.38280487060546875
326 how many genders are there “i don’t fucking know i’m just tryna get some money” said every corporation lol,negative,326 how many genders are there i don t fucking know i m just tryna get some money said every corporation lol,negative,Aggressive Behavior,0.5837385654449463
love how this little kid acts like hes fully grown but doesnt realize how bad this situation couldve turned they act like they understand the real world but they dont,negative,love how this little kid acts like hes fully grown but doesnt realize how bad this situation couldve turned they act like they understand the real world but they dont,negative,Misinformation,0.6543275117874146
youre a legend its absolutely ridiculous that children can steal scooters a lot of negligence behind the parents side,negative,youre a legend its absolutely ridiculous that children can steal scooters a lot of negligence behind the parents side,negative,Inappropriate Content,0.44996100664138794
gad damn kid gon become an origami artist he folded that story like 500 times,negative,gad damn kid gon become an origami artist he folded that story like 500 times,negative,Inappropriate Content,0.3523974120616913
why did you tell them i took your scooter because you did face of extreme anger,negative,why did you tell them i took your scooter because you did face of extreme anger,negative,Aggressive Behavior,0.4481911361217499
bro the way he got so angry when his friend told the truth lmao,negative,bro the way he got so angry when his friend told the truth lmao,negative,Aggressive Behavior,0.719905436038971
imagine being a resistance member in 1940s and youre able to kill a higher rank member of germany just to have some dude fly in the air and yell at you for rdm,negative,imagine being a resistance member in 1940s and youre able to kill a higher rank member of germany just to have some dude fly in the air and yell at you for rdm,negative,Harassment/Hate Speech,0.5565202832221985
i cannot imagine how pathetic someone has to be to want to roleplay as a failed states police lmao,negative,i cannot imagine how pathetic someone has to be to want to roleplay as a failed states police lmao,negative,Inappropriate Content,0.4966786503791809
why am i being arrested this is a free country jewish man in 1942 germany,negative,why am i being arrested this is a free country jewish man in 1942 germany,negative,Other Negative,0.34043896198272705
“you’re not allowed to counter superior forces there’s too many reich officials here” isn’t that what the resistance did lmao,negative,you re not allowed to counter superior forces there s too many reich officials here isn t that what the resistance did lmao,negative,Other Negative,0.3678872883319855
the guy who shot the officers trying to arrest them is a total chad,negative,the guy who shot the officers trying to arrest them is a total chad,negative,Aggressive Behavior,0.48410606384277344
scott literally killed them and won and then they drag him back it’s like kids who used force fields when playing army at school wow how the fuck did this get so many likes i guess y’all had a lot of goobers in your school too,negative,scott literally killed them and won and then they drag him back it s like kids who used force fields when playing army at school wow how the fuck did this get so many likes i guess y all had a lot of goobers in your school too,negative,Aggressive Behavior,0.6645619869232178
you cant attack a more powerful force as a resistance member tell that to the taliban buddy,negative,you cant attack a more powerful force as a resistance member tell that to the taliban buddy,negative,Aggressive Behavior,0.3452637791633606
as a german id just join the server and start speaking german and complain when they try to communicate with me in english,negative,as a german id just join the server and start speaking german and complain when they try to communicate with me in english,negative,Other Negative,0.29912763833999634
whoever doesn’t want chicken nuggets is a certified pathological liar,negative,whoever doesn t want chicken nuggets is a certified pathological liar,negative,Misinformation,0.49446001648902893
the predator shit is so funny make a full video of that,negative,the predator shit is so funny make a full video of that,negative,Aggressive Behavior,0.7087242007255554
chriss friend what is ur work chris i am a virtual prostitute,neutral,chriss friend what is ur work chris i am a virtual prostitute,negative,Inappropriate Content,0.2736736536026001
i will not tolerate you disrespecting my brothers with your nose candy,negative,i will not tolerate you disrespecting my brothers with your nose candy,negative,Inappropriate Content,0.32955202460289
bro its actually sad how that lady just brought up race without anything leading to them doing it because of race,negative,bro its actually sad how that lady just brought up race without anything leading to them doing it because of race,negative,Other Negative,0.2984168231487274
jane sounds like the kind of person you dont want to have a conversation with everything would be turned into race ,negative,jane sounds like the kind of person you dont want to have a conversation with everything would be turned into race,negative,Other Negative,0.3620465397834778
jane was so but hurt over disrespecting a brother ,negative,jane was so but hurt over disrespecting a brother,negative,Other Negative,0.2216845601797104
i like how jane thought she was some hero in the call when everyone just looked at her with embarassment it was so bad that even subtrist got out of character,negative,i like how jane thought she was some hero in the call when everyone just looked at her with embarassment it was so bad that even subtrist got out of character,negative,Inappropriate Content,0.39507225155830383
that racist jane was so hilarious disrespecting a brother lmao you disrespected the brother,negative,that racist jane was so hilarious disrespecting a brother lmao you disrespected the brother,negative,Aggressive Behavior,0.41030648350715637
to the one who said stop crying and men can’t show emotion if we’re gonna follow stereotypes like that then get in the kitchen and cook,negative,to the one who said stop crying and men can t show emotion if we re gonna follow stereotypes like that then get in the kitchen and cook,negative,Inappropriate Content,0.26013442873954773
i hate when these feminists talk about how men dont know how to be gentlemen anymore even though whenever we try to be gentlemen we get called simps its not that we dont know how its that we arent allowed to be gentlemen anymore,negative,i hate when these feminists talk about how men dont know how to be gentlemen anymore even though whenever we try to be gentlemen we get called simps its not that we dont know how its that we arent allowed to be gentlemen anymore,negative,Other Negative,0.2990815341472626
i literally only use twitter for saucy art and for updates on the video games that i play i tend to skip out on reading the comments on most posts too because people love complaining about everything youre doing this world a service good work,neutral,i literally only use twitter for saucy art and for updates on the video games that i play i tend to skip out on reading the comments on most posts too because people love complaining about everything youre doing this world a service good work,negative,Other Negative,0.40475940704345703
still cant believe you got james to stop talking,negative,still cant believe you got james to stop talking,negative,Aggressive Behavior,0.3376169800758362
this is so immature but for some reason it’s so entertaining probably because it’s so incredibly easy to avoid trolls like this and these people get so mad rather than just handle it,negative,this is so immature but for some reason it s so entertaining probably because it s so incredibly easy to avoid trolls like this and these people get so mad rather than just handle it,negative,Inappropriate Content,0.5660138130187988
james and lucy are hilarious the way he turns and menacingly stares into the camera and goes “get out” and then lucy going “there is something wrong with your computer you have a computer virus”,negative,james and lucy are hilarious the way he turns and menacingly stares into the camera and goes get out and then lucy going there is something wrong with your computer you have a computer virus,negative,Aggressive Behavior,0.8537999987602234
james is one of the most terrifying people ive ever seen on zoom,negative,james is one of the most terrifying people ive ever seen on zoom,negative,Aggressive Behavior,0.487991064786911
man i really wish we had more polite people like james,negative,man i really wish we had more polite people like james,negative,Other Negative,0.37807267904281616
just because your bald doesnt mean you have to be mad at everyone,negative,just because your bald doesnt mean you have to be mad at everyone,negative,Other Negative,0.3556263744831085
“i don’t mean to punch you in the face here and absolutely break ur skull”  lol,negative,i don t mean to punch you in the face here and absolutely break ur skull lol,negative,Aggressive Behavior,0.49538013339042664
liger great video but there was 1 flaw that maybe next time you could fix you see we couldnt freaking see the chat 70 of the time,negative,liger great video but there was 1 flaw that maybe next time you could fix you see we couldnt freaking see the chat 70 of the time,negative,Other Negative,0.6728883385658264
deadpool making a grown man crumple with blackmail the vanguard lobby “holy shit”,negative,deadpool making a grown man crumple with blackmail the vanguard lobby holy shit,negative,Aggressive Behavior,0.7617384791374207
i always wonder how does this man get access to their lights,negative,i always wonder how does this man get access to their lights,negative,Other Negative,0.2798292934894562
okay being one to laugh at deadpools jokes i am going to say this out loud he managed to intimidate me and that is not one easy task,neutral,okay being one to laugh at deadpools jokes i am going to say this out loud he managed to intimidate me and that is not one easy task,negative,Aggressive Behavior,0.5689538717269897
the scariest part of this video is skeppy leaving all those floating trees,negative,the scariest part of this video is skeppy leaving all those floating trees,negative,Inappropriate Content,0.46661248803138733
andrew tate is like that uncle that thinks hes giving really good deep advice but in reality hes had a series of broken marriages his kids got taken into foster care and he refuses to believe hes got a drinking and gambling problem,negative,andrew tate is like that uncle that thinks hes giving really good deep advice but in reality hes had a series of broken marriages his kids got taken into foster care and he refuses to believe hes got a drinking and gambling problem,negative,Misinformation,0.46155041456222534
im sorry but the way he said youre poor took me out i was not expecting to cackle the way i did at that lol,negative,im sorry but the way he said youre poor took me out i was not expecting to cackle the way i did at that lol,negative,Inappropriate Content,0.27641189098358154
its scary to know he is actually being serious you would honestly think this was a character he had made up ,negative,its scary to know he is actually being serious you would honestly think this was a character he had made up,negative,Other Negative,0.5556521415710449
i hate to say it and i hope i don’t sound ridiculous but i don’t know who this man is i mean he could be walking down the street and i wouldn’t know a thing sorry to this man,negative,i hate to say it and i hope i don t sound ridiculous but i don t know who this man is i mean he could be walking down the street and i wouldn t know a thing sorry to this man,negative,Other Negative,0.5054853558540344
the fact that he gave himself a full head of hair in a fantasy story of himself can never be not funny to me lmao,negative,the fact that he gave himself a full head of hair in a fantasy story of himself can never be not funny to me lmao,negative,Aggressive Behavior,0.27972590923309326
i cant believe his reaction at the end it got weird  100k likes,negative,i cant believe his reaction at the end it got weird 100k likes,negative,Aggressive Behavior,0.26066580414772034
absorber “wha i don’t even know your name” 13 kid “my name’s tarnel barqueesh” wha,negative,absorber wha i don t even know your name 13 kid my name s tarnel barqueesh wha,negative,Other Negative,0.3346140384674072
i don’t know why y’all didn’t see that coming he literally had a sugar daddy,negative,i don t know why y all didn t see that coming he literally had a sugar daddy,negative,Misinformation,0.21294713020324707
as somebody who despises my little pony i approve of this video,negative,as somebody who despises my little pony i approve of this video,negative,Toxicity,0.3177860677242279
i got a bad feeling about jay doing experiments next thing you know he creates some kinda scp pony,negative,i got a bad feeling about jay doing experiments next thing you know he creates some kinda scp pony,negative,Other Negative,0.7044433355331421
it would be nice to see a more intricate trolling video where you’ve been attending regular meetings and become a regular just to fuck it up or you host a meeting yourself and kick people for dumb reasons and get reactions ,negative,it would be nice to see a more intricate trolling video where you ve been attending regular meetings and become a regular just to fuck it up or you host a meeting yourself and kick people for dumb reasons and get reactions,negative,Other Negative,0.48075640201568604
i don’t know how clive has been so patient with sub after all these years,negative,i don t know how clive has been so patient with sub after all these years,negative,Other Negative,0.28377336263656616
bro when that lady hyped up kendrick’s new album i almost died  she does not strike me as the type to listen to kdot,negative,bro when that lady hyped up kendrick s new album i almost died she does not strike me as the type to listen to kdot,negative,Aggressive Behavior,0.45469218492507935
5744 maybe the hardest ive ever laughed,negative,5744 maybe the hardest ive ever laughed,negative,Other Negative,0.4095805287361145
i felt bad for the old man i personally would join his passion for philosophy,negative,i felt bad for the old man i personally would join his passion for philosophy,negative,Other Negative,0.4571818709373474
“yo joe your grandma is big as shit” got me dying,negative,yo joe your grandma is big as shit got me dying,negative,Aggressive Behavior,0.4768058955669403
tip the chernobog is actually a glass cannon it cant tank any explosive hit at all,neutral,tip the chernobog is actually a glass cannon it cant tank any explosive hit at all,negative,Misinformation,0.6211852431297302
imagine being a jet griefer not knowing the chernobogs capabilities,negative,imagine being a jet griefer not knowing the chernobogs capabilities,negative,Misinformation,0.39514559507369995
drop one thats half an hour long putther upload one where youre killing griefers in many ways from riding the train to using vehicles you dont normally use to trolling ,negative,drop one thats half an hour long putther upload one where youre killing griefers in many ways from riding the train to using vehicles you dont normally use to trolling,negative,Aggressive Behavior,0.44021251797676086
i get why people would get annoyed if they were zoom bombed but it was ridiculous how ss was accusing yll of being immature and childlike while she was talking like some 9 year old diva,negative,i get why people would get annoyed if they were zoom bombed but it was ridiculous how ss was accusing yll of being immature and childlike while she was talking like some 9 year old diva,negative,Inappropriate Content,0.387935608625412
shes the type of person who puts a makeup on her forehead to make up her mind,negative,shes the type of person who puts a makeup on her forehead to make up her mind,negative,Other Negative,0.4078272581100464
that first woman literally looked insane,negative,that first woman literally looked insane,negative,Toxicity,0.33476173877716064
i love seeing these children get so mad over their precious rp server rules getting broken shit kills me,negative,i love seeing these children get so mad over their precious rp server rules getting broken shit kills me,negative,Aggressive Behavior,0.3412635922431946
ive waited for so long to see you guys troll people with a tow truck lol,negative,ive waited for so long to see you guys troll people with a tow truck lol,negative,Aggressive Behavior,0.6164368987083435
actually to think about it soup literally never breaks his character and that’s the aggravating part for everyone involved lmao,negative,actually to think about it soup literally never breaks his character and that s the aggravating part for everyone involved lmao,negative,Other Negative,0.42321544885635376
i like how the first person was more threatening then the actual cops,neutral,i like how the first person was more threatening then the actual cops,negative,Aggressive Behavior,0.8053138852119446
buddy actually made the police laugh their asses off,neutral,buddy actually made the police laugh their asses off,negative,Aggressive Behavior,0.45959627628326416
imagine threatening to murder someone over zoom bombing,negative,imagine threatening to murder someone over zoom bombing,negative,Aggressive Behavior,0.5819740891456604
i lost it when the police started laughing and homeboy had to get up,negative,i lost it when the police started laughing and homeboy had to get up,negative,Inappropriate Content,0.37886887788772583
stfu whats your fucking address is gonna be my go to response for everything,negative,stfu whats your fucking address is gonna be my go to response for everything,negative,Aggressive Behavior,0.4716361165046692
i swear the old people laughing with finger waves is one giant acid trip,negative,i swear the old people laughing with finger waves is one giant acid trip,negative,Toxicity,0.33736398816108704
hes a hacker yes a man in a sinking boat is hacking genius deduction,negative,hes a hacker yes a man in a sinking boat is hacking genius deduction,negative,Toxicity,0.40254056453704834
i fell so bad for randy he got violated so hard,negative,i fell so bad for randy he got violated so hard,negative,Aggressive Behavior,0.29548975825309753
greg is that mock meat subtrist no its real meat greg mm greg spends a whole minute trying to remove him from the meeting without saying a word,neutral,greg is that mock meat subtrist no its real meat greg mm greg spends a whole minute trying to remove him from the meeting without saying a word,negative,Other Negative,0.3466707766056061
739 bro i died of laughter  like poor randy didn’t even do anything ,negative,739 bro i died of laughter like poor randy didn t even do anything,negative,Inappropriate Content,0.3564380705356598
greg is like the drunk uncle at thanksgiving ,negative,greg is like the drunk uncle at thanksgiving,negative,Other Negative,0.32123130559921265
poor greg the side effects of being vegan is kicking in,negative,poor greg the side effects of being vegan is kicking in,negative,Other Negative,0.9264761805534363
enjoyable video orders need to stop it was a family friendly game but they ruined it,negative,enjoyable video orders need to stop it was a family friendly game but they ruined it,negative,Inappropriate Content,0.5582956075668335
i also once leeched from a clan they called me their little farmbot and in reality i would steal their stuff and despawn it,negative,i also once leeched from a clan they called me their little farmbot and in reality i would steal their stuff and despawn it,negative,Harassment/Hate Speech,0.2653568387031555
the guys screams for help when the boats spawned had me dead,negative,the guys screams for help when the boats spawned had me dead,negative,Aggressive Behavior,0.32150840759277344
who has a more annoying voice lucas or omrilol,negative,who has a more annoying voice lucas or omrilol,negative,Other Negative,0.8374941945075989
this is traumatizing and im here for it,negative,this is traumatizing and im here for it,negative,Other Negative,0.6059271097183228
theres a chance that half of the viewers of this video probably dont even know some of the nextbots origins,negative,theres a chance that half of the viewers of this video probably dont even know some of the nextbots origins,negative,Other Negative,0.41835466027259827
“you are being transphobic” ugh these people are absolutely insufferable these people actually willingly surround themselves with other people like this,negative,you are being transphobic ugh these people are absolutely insufferable these people actually willingly surround themselves with other people like this,negative,Harassment/Hate Speech,0.3627392053604126
as a woman his argument is completely valid it takes two to tango and if one member gets pregnant then they both have to discuss further progress you cant just get pregnant with someones child and go off and abort unless is was an assault situation in which the woman has absolute control of what comes next because thats a horribly traumatic event the woman has to go over proceedings with the man,negative,as a woman his argument is completely valid it takes two to tango and if one member gets pregnant then they both have to discuss further progress you cant just get pregnant with someones child and go off and abort unless is was an assault situation in which the woman has absolute control of what comes next because thats a horribly traumatic event the woman has to go over proceedings with the man,negative,Other Negative,0.339863121509552
as a member of the nico community we need to get rid of her,negative,as a member of the nico community we need to get rid of her,negative,Inappropriate Content,0.3448927700519562
if anything i feel bad for nico being so paranoid and insecure that she automatically assumes everyone is harassing her regardless of whats being said even someone with the same name was enough to make her feel threatened must be so draining you know no wonder she sounds like shes always on the verge of tears shes also a discord mod so no surprise there i hope she gets the help she needs,negative,if anything i feel bad for nico being so paranoid and insecure that she automatically assumes everyone is harassing her regardless of whats being said even someone with the same name was enough to make her feel threatened must be so draining you know no wonder she sounds like shes always on the verge of tears shes also a discord mod so no surprise there i hope she gets the help she needs,negative,Other Negative,0.4561641812324524
calling someone “racist” or “phobic” with no evidence to back it up shows true ignorance,negative,calling someone racist or phobic with no evidence to back it up shows true ignorance,negative,Misinformation,0.5918287634849548
joe your grandma big as shit dawg had me dying,negative,joe your grandma big as shit dawg had me dying,negative,Aggressive Behavior,0.6420278549194336
that woman having a mask on on an online meeting is one of the most ridiculous things ive seen in a while what does she think shell get out of it,negative,that woman having a mask on on an online meeting is one of the most ridiculous things ive seen in a while what does she think shell get out of it,negative,Inappropriate Content,0.8801847100257874
these kid cops are out of control ,negative,these kid cops are out of control,negative,Aggressive Behavior,0.49348506331443787
love how you got kicked for fail rp after they used grab script to remove you from a moving vehicle then teleported you to the cell area then kicks you for fail rp  fail rp is only a thing for anyone thats not a mod or add imagine,negative,love how you got kicked for fail rp after they used grab script to remove you from a moving vehicle then teleported you to the cell area then kicks you for fail rp fail rp is only a thing for anyone thats not a mod or add imagine,negative,Aggressive Behavior,0.37925443053245544
i just cant get over how you got kickedbanned for shooting and resisting an leo whilst in custody noone tell them that happens irl,negative,i just cant get over how you got kickedbanned for shooting and resisting an leo whilst in custody noone tell them that happens irl,negative,Misinformation,0.3771997094154358
lol they kicked you for fail rp even tho the cop was also fail rping ,negative,lol they kicked you for fail rp even tho the cop was also fail rping,negative,Other Negative,0.42351776361465454
wish soup would start his own lobby become admin cause chaos and then just wait for them to call an adminhim,negative,wish soup would start his own lobby become admin cause chaos and then just wait for them to call an adminhim,negative,Aggressive Behavior,0.4251699447631836
thanks for this owen watching this guy lose his poop constantly on one hand is entertaining but he is doing real damage to unsuspecting people who have fallen for his rhetoric as a christian people like him make the saner ones among us cringe constantly i do not expect everyone to believe but we all have to live together and need to treat everyone with dignity human kindness there is no place in our society for this kind of hate,negative,thanks for this owen watching this guy lose his poop constantly on one hand is entertaining but he is doing real damage to unsuspecting people who have fallen for his rhetoric as a christian people like him make the saner ones among us cringe constantly i do not expect everyone to believe but we all have to live together and need to treat everyone with dignity human kindness there is no place in our society for this kind of hate,negative,Toxicity,0.39971020817756653
i have to admit this is hilarious however its also sad the fact that theres a remote possibility of this guy or anyone for that matter truly believing in this crap is disheartening and makes me lose faith in humanity really sets us back a few hundred years also if the devil were real this guy would undoubtedly be doing his bidding and not that of any loving god by preaching hate and encouraging division amongst people,negative,i have to admit this is hilarious however its also sad the fact that theres a remote possibility of this guy or anyone for that matter truly believing in this crap is disheartening and makes me lose faith in humanity really sets us back a few hundred years also if the devil were real this guy would undoubtedly be doing his bidding and not that of any loving god by preaching hate and encouraging division amongst people,negative,Other Negative,0.41032645106315613
this is obviously terrifying but can we just take a moment to appreciate the fact that he is attempting to cleanse objects of negative energy with the element fire thats legit one of the witchiest acts of witchcraft out there lmao,negative,this is obviously terrifying but can we just take a moment to appreciate the fact that he is attempting to cleanse objects of negative energy with the element fire thats legit one of the witchiest acts of witchcraft out there lmao,negative,Aggressive Behavior,0.38315480947494507
